##*************************************
#Arabic Stop word list for morphology analysis and information retrival
#Version        : 0.9
#Generated at   : 2023/02/02:08:53 
#Author         : Taha Zerrouki
#Web            : http://arabicstopwords.sf.net
#Source         : http://github.com/linuxscout/arabicstopwords
#*************************************
word	vocalized	type	category	original	procletic	stem	encletic	tags
أوإنك	أَوَإِنّكِ	حرف	إن و أخواتها	إن	أو-	إن	-ك	معطوف:عطف:استفهام:مضاف
أوإننا	أَوَإِنّنَا	حرف	إن و أخواتها	إن	أو-	إن	-نا	معطوف:عطف:استفهام:مضاف
أوإنها	أَوَإِنّهَا	حرف	إن و أخواتها	إن	أو-	إن	-ها	معطوف:عطف:استفهام:مضاف
أوإنه	أَوَإِنّهُ	حرف	إن و أخواتها	إن	أو-	إن	-ه	معطوف:عطف:استفهام:مضاف:لايجر:T
أوإنهما	أَوَإِنّهُمَا	حرف	إن و أخواتها	إن	أو-	إن	-هما	معطوف:عطف:استفهام:مضاف:لايجر
أوإنهم	أَوَإِنّهُمْ	حرف	إن و أخواتها	إن	أو-	إن	-هم	معطوف:عطف:استفهام:مضاف:لايجر
أوإنهن	أَوَإِنّهُنَّ	حرف	إن و أخواتها	إن	أو-	إن	-هن	معطوف:عطف:استفهام:مضاف:لايجر
أوإني	أَوَإِنِّي	حرف	إن و أخواتها	إن	أو-	إن	-ي	معطوف:عطف:استفهام:مضاف
أولإن	أَوَلَإِنّ	حرف	إن و أخواتها	إن	أول-	إن	-	استفهام:قسم:معطوف:عطف
أولإنك	أَوَلَإِنّكَ	حرف	إن و أخواتها	إن	أول-	إن	-ك	استفهام:قسم:معطوف:عطف:مضاف
أولإنكما	أَوَلَإِنّكُمَا	حرف	إن و أخواتها	إن	أول-	إن	-كما	استفهام:قسم:معطوف:عطف:مضاف
أولإنكم	أَوَلَإِنّكُمْ	حرف	إن و أخواتها	إن	أول-	إن	-كم	استفهام:قسم:معطوف:عطف:مضاف
أولإنكن	أَوَلَإِنّكُنَّ	حرف	إن و أخواتها	إن	أول-	إن	-كن	استفهام:قسم:معطوف:عطف:مضاف
أولإنك	أَوَلَإِنّكِ	حرف	إن و أخواتها	إن	أول-	إن	-ك	استفهام:قسم:معطوف:عطف:مضاف
أولإننا	أَوَلَإِنّنَا	حرف	إن و أخواتها	إن	أول-	إن	-نا	استفهام:قسم:معطوف:عطف:مضاف
أولإنها	أَوَلَإِنّهَا	حرف	إن و أخواتها	إن	أول-	إن	-ها	استفهام:قسم:معطوف:عطف:مضاف
أولإنه	أَوَلَإِنّهُ	حرف	إن و أخواتها	إن	أول-	إن	-ه	استفهام:قسم:معطوف:عطف:مضاف:لايجر:T
أولإنهما	أَوَلَإِنّهُمَا	حرف	إن و أخواتها	إن	أول-	إن	-هما	استفهام:قسم:معطوف:عطف:مضاف:لايجر
أولإنهم	أَوَلَإِنّهُمْ	حرف	إن و أخواتها	إن	أول-	إن	-هم	استفهام:قسم:معطوف:عطف:مضاف:لايجر
أولإنهن	أَوَلَإِنّهُنَّ	حرف	إن و أخواتها	إن	أول-	إن	-هن	استفهام:قسم:معطوف:عطف:مضاف:لايجر
أولإني	أَوَلَإِنِّي	حرف	إن و أخواتها	إن	أول-	إن	-ي	استفهام:قسم:معطوف:عطف:مضاف
فإن	فَإِنّ	حرف	إن و أخواتها	إن	ف-	إن	-	معطوف:عطف
فإنك	فَإِنّكَ	حرف	إن و أخواتها	إن	ف-	إن	-ك	معطوف:عطف:مضاف
فإنكما	فَإِنّكُمَا	حرف	إن و أخواتها	إن	ف-	إن	-كما	معطوف:عطف:مضاف
فإنكم	فَإِنّكُمْ	حرف	إن و أخواتها	إن	ف-	إن	-كم	معطوف:عطف:مضاف
فإنكن	فَإِنّكُنَّ	حرف	إن و أخواتها	إن	ف-	إن	-كن	معطوف:عطف:مضاف
فإنك	فَإِنّكِ	حرف	إن و أخواتها	إن	ف-	إن	-ك	معطوف:عطف:مضاف
فإننا	فَإِنّنَا	حرف	إن و أخواتها	إن	ف-	إن	-نا	معطوف:عطف:مضاف
فإنها	فَإِنّهَا	حرف	إن و أخواتها	إن	ف-	إن	-ها	معطوف:عطف:مضاف
فإنه	فَإِنّهُ	حرف	إن و أخواتها	إن	ف-	إن	-ه	معطوف:عطف:مضاف:لايجر:T
فإنهما	فَإِنّهُمَا	حرف	إن و أخواتها	إن	ف-	إن	-هما	معطوف:عطف:مضاف:لايجر
فإنهم	فَإِنّهُمْ	حرف	إن و أخواتها	إن	ف-	إن	-هم	معطوف:عطف:مضاف:لايجر
فإنهن	فَإِنّهُنَّ	حرف	إن و أخواتها	إن	ف-	إن	-هن	معطوف:عطف:مضاف:لايجر
فإني	فَإِنِّي	حرف	إن و أخواتها	إن	ف-	إن	-ي	معطوف:عطف:مضاف
فلإن	فَلَإِنّ	حرف	إن و أخواتها	إن	فل-	إن	-	معطوف:عطف:قسم
فلإنك	فَلَإِنّكَ	حرف	إن و أخواتها	إن	فل-	إن	-ك	معطوف:عطف:قسم:مضاف
فلإنكما	فَلَإِنّكُمَا	حرف	إن و أخواتها	إن	فل-	إن	-كما	معطوف:عطف:قسم:مضاف
فلإنكم	فَلَإِنّكُمْ	حرف	إن و أخواتها	إن	فل-	إن	-كم	معطوف:عطف:قسم:مضاف
فلإنكن	فَلَإِنّكُنَّ	حرف	إن و أخواتها	إن	فل-	إن	-كن	معطوف:عطف:قسم:مضاف
فلإنك	فَلَإِنّكِ	حرف	إن و أخواتها	إن	فل-	إن	-ك	معطوف:عطف:قسم:مضاف
فلإننا	فَلَإِنّنَا	حرف	إن و أخواتها	إن	فل-	إن	-نا	معطوف:عطف:قسم:مضاف
فلإنها	فَلَإِنّهَا	حرف	إن و أخواتها	إن	فل-	إن	-ها	معطوف:عطف:قسم:مضاف
فلإنه	فَلَإِنّهُ	حرف	إن و أخواتها	إن	فل-	إن	-ه	معطوف:عطف:قسم:مضاف:لايجر:T
فلإنهما	فَلَإِنّهُمَا	حرف	إن و أخواتها	إن	فل-	إن	-هما	معطوف:عطف:قسم:مضاف:لايجر
فلإنهم	فَلَإِنّهُمْ	حرف	إن و أخواتها	إن	فل-	إن	-هم	معطوف:عطف:قسم:مضاف:لايجر
فلإنهن	فَلَإِنّهُنَّ	حرف	إن و أخواتها	إن	فل-	إن	-هن	معطوف:عطف:قسم:مضاف:لايجر
فلإني	فَلَإِنِّي	حرف	إن و أخواتها	إن	فل-	إن	-ي	معطوف:عطف:قسم:مضاف
وإن	وَإِنّ	حرف	إن و أخواتها	إن	و-	إن	-	معطوف:عطف
وإنك	وَإِنّكَ	حرف	إن و أخواتها	إن	و-	إن	-ك	معطوف:عطف:مضاف
وإنكما	وَإِنّكُمَا	حرف	إن و أخواتها	إن	و-	إن	-كما	معطوف:عطف:مضاف
وإنكم	وَإِنّكُمْ	حرف	إن و أخواتها	إن	و-	إن	-كم	معطوف:عطف:مضاف
وإنكن	وَإِنّكُنَّ	حرف	إن و أخواتها	إن	و-	إن	-كن	معطوف:عطف:مضاف
وإنك	وَإِنّكِ	حرف	إن و أخواتها	إن	و-	إن	-ك	معطوف:عطف:مضاف
وإننا	وَإِنّنَا	حرف	إن و أخواتها	إن	و-	إن	-نا	معطوف:عطف:مضاف
وإنها	وَإِنّهَا	حرف	إن و أخواتها	إن	و-	إن	-ها	معطوف:عطف:مضاف
وإنه	وَإِنّهُ	حرف	إن و أخواتها	إن	و-	إن	-ه	معطوف:عطف:مضاف:لايجر:T
وإنهما	وَإِنّهُمَا	حرف	إن و أخواتها	إن	و-	إن	-هما	معطوف:عطف:مضاف:لايجر
وإنهم	وَإِنّهُمْ	حرف	إن و أخواتها	إن	و-	إن	-هم	معطوف:عطف:مضاف:لايجر
وإنهن	وَإِنّهُنَّ	حرف	إن و أخواتها	إن	و-	إن	-هن	معطوف:عطف:مضاف:لايجر
وإني	وَإِنِّي	حرف	إن و أخواتها	إن	و-	إن	-ي	معطوف:عطف:مضاف
ولإن	وَلَإِنّ	حرف	إن و أخواتها	إن	ول-	إن	-	قسم:معطوف:عطف
ولإنك	وَلَإِنّكَ	حرف	إن و أخواتها	إن	ول-	إن	-ك	قسم:معطوف:عطف:مضاف
ولإنكما	وَلَإِنّكُمَا	حرف	إن و أخواتها	إن	ول-	إن	-كما	قسم:معطوف:عطف:مضاف
ولإنكم	وَلَإِنّكُمْ	حرف	إن و أخواتها	إن	ول-	إن	-كم	قسم:معطوف:عطف:مضاف
ولإنكن	وَلَإِنّكُنَّ	حرف	إن و أخواتها	إن	ول-	إن	-كن	قسم:معطوف:عطف:مضاف
ولإنك	وَلَإِنّكِ	حرف	إن و أخواتها	إن	ول-	إن	-ك	قسم:معطوف:عطف:مضاف
ولإننا	وَلَإِنّنَا	حرف	إن و أخواتها	إن	ول-	إن	-نا	قسم:معطوف:عطف:مضاف
ولإنها	وَلَإِنّهَا	حرف	إن و أخواتها	إن	ول-	إن	-ها	قسم:معطوف:عطف:مضاف
ولإنه	وَلَإِنّهُ	حرف	إن و أخواتها	إن	ول-	إن	-ه	قسم:معطوف:عطف:مضاف:لايجر:T
ولإنهما	وَلَإِنّهُمَا	حرف	إن و أخواتها	إن	ول-	إن	-هما	قسم:معطوف:عطف:مضاف:لايجر
ولإنهم	وَلَإِنّهُمْ	حرف	إن و أخواتها	إن	ول-	إن	-هم	قسم:معطوف:عطف:مضاف:لايجر
ولإنهن	وَلَإِنّهُنَّ	حرف	إن و أخواتها	إن	ول-	إن	-هن	قسم:معطوف:عطف:مضاف:لايجر
ولإني	وَلَإِنِّي	حرف	إن و أخواتها	إن	ول-	إن	-ي	قسم:معطوف:عطف:مضاف
لإن	لَإِنّ	حرف	إن و أخواتها	إن	ل-	إن	-	قسم
لإنك	لَإِنّكَ	حرف	إن و أخواتها	إن	ل-	إن	-ك	قسم:مضاف
لإنكما	لَإِنّكُمَا	حرف	إن و أخواتها	إن	ل-	إن	-كما	قسم:مضاف
لإنكم	لَإِنّكُمْ	حرف	إن و أخواتها	إن	ل-	إن	-كم	قسم:مضاف
لإنكن	لَإِنّكُنَّ	حرف	إن و أخواتها	إن	ل-	إن	-كن	قسم:مضاف
لإنك	لَإِنّكِ	حرف	إن و أخواتها	إن	ل-	إن	-ك	قسم:مضاف
لإننا	لَإِنّنَا	حرف	إن و أخواتها	إن	ل-	إن	-نا	قسم:مضاف
لإنها	لَإِنّهَا	حرف	إن و أخواتها	إن	ل-	إن	-ها	قسم:مضاف
لإنه	لَإِنّهُ	حرف	إن و أخواتها	إن	ل-	إن	-ه	قسم:مضاف:لايجر:T
لإنهما	لَإِنّهُمَا	حرف	إن و أخواتها	إن	ل-	إن	-هما	قسم:مضاف:لايجر
لإنهم	لَإِنّهُمْ	حرف	إن و أخواتها	إن	ل-	إن	-هم	قسم:مضاف:لايجر
لإنهن	لَإِنّهُنَّ	حرف	إن و أخواتها	إن	ل-	إن	-هن	قسم:مضاف:لايجر
لإني	لَإِنِّي	حرف	إن و أخواتها	إن	ل-	إن	-ي	قسم:مضاف
عل	عَلّ	حرف	إن و أخواتها	عل	-	عل	-	
فعل	فَعَلّ	حرف	إن و أخواتها	عل	ف-	عل	-	معطوف:عطف
وعل	وَعَلّ	حرف	إن و أخواتها	عل	و-	عل	-	معطوف:عطف
كأن	كَأَنّ	حرف	إن و أخواتها	كأن	-	كأن	-	
كأنك	كَأَنّكَ	حرف	إن و أخواتها	كأن	-	كأن	-ك	مضاف
كأنكما	كَأَنّكُمَا	حرف	إن و أخواتها	كأن	-	كأن	-كما	مضاف
كأنكم	كَأَنّكُمْ	حرف	إن و أخواتها	كأن	-	كأن	-كم	مضاف
كأنكن	كَأَنّكُنَّ	حرف	إن و أخواتها	كأن	-	كأن	-كن	مضاف
كأنك	كَأَنّكِ	حرف	إن و أخواتها	كأن	-	كأن	-ك	مضاف
كأننا	كَأَنّنَا	حرف	إن و أخواتها	كأن	-	كأن	-نا	مضاف
كأنها	كَأَنّهَا	حرف	إن و أخواتها	كأن	-	كأن	-ها	مضاف
كأنه	كَأَنّهُ	حرف	إن و أخواتها	كأن	-	كأن	-ه	مضاف:لايجر:T
كأنهما	كَأَنّهُمَا	حرف	إن و أخواتها	كأن	-	كأن	-هما	مضاف:لايجر
كأنهم	كَأَنّهُمْ	حرف	إن و أخواتها	كأن	-	كأن	-هم	مضاف:لايجر
كأنهن	كَأَنّهُنَّ	حرف	إن و أخواتها	كأن	-	كأن	-هن	مضاف:لايجر
كأني	كَأَنِّي	حرف	إن و أخواتها	كأن	-	كأن	-ي	مضاف
أكأن	أَكَأَنّ	حرف	إن و أخواتها	كأن	أ-	كأن	-	استفهام
أكأنك	أَكَأَنّكَ	حرف	إن و أخواتها	كأن	أ-	كأن	-ك	استفهام:مضاف
أكأنكما	أَكَأَنّكُمَا	حرف	إن و أخواتها	كأن	أ-	كأن	-كما	استفهام:مضاف
أكأنكم	أَكَأَنّكُمْ	حرف	إن و أخواتها	كأن	أ-	كأن	-كم	استفهام:مضاف
أكأنكن	أَكَأَنّكُنَّ	حرف	إن و أخواتها	كأن	أ-	كأن	-كن	استفهام:مضاف
أكأنك	أَكَأَنّكِ	حرف	إن و أخواتها	كأن	أ-	كأن	-ك	استفهام:مضاف
أكأننا	أَكَأَنّنَا	حرف	إن و أخواتها	كأن	أ-	كأن	-نا	استفهام:مضاف
أكأنها	أَكَأَنّهَا	حرف	إن و أخواتها	كأن	أ-	كأن	-ها	استفهام:مضاف
أكأنه	أَكَأَنّهُ	حرف	إن و أخواتها	كأن	أ-	كأن	-ه	استفهام:مضاف:لايجر:T
أكأنهما	أَكَأَنّهُمَا	حرف	إن و أخواتها	كأن	أ-	كأن	-هما	استفهام:مضاف:لايجر
أكأنهم	أَكَأَنّهُمْ	حرف	إن و أخواتها	كأن	أ-	كأن	-هم	استفهام:مضاف:لايجر
أكأنهن	أَكَأَنّهُنَّ	حرف	إن و أخواتها	كأن	أ-	كأن	-هن	استفهام:مضاف:لايجر
أكأني	أَكَأَنِّي	حرف	إن و أخواتها	كأن	أ-	كأن	-ي	استفهام:مضاف
أفكأن	أَفَكَأَنّ	حرف	إن و أخواتها	كأن	أف-	كأن	-	استفهام:معطوف:عطف
أفكأنك	أَفَكَأَنّكَ	حرف	إن و أخواتها	كأن	أف-	كأن	-ك	استفهام:معطوف:عطف:مضاف
أفكأنكما	أَفَكَأَنّكُمَا	حرف	إن و أخواتها	كأن	أف-	كأن	-كما	استفهام:معطوف:عطف:مضاف
أفكأنكم	أَفَكَأَنّكُمْ	حرف	إن و أخواتها	كأن	أف-	كأن	-كم	استفهام:معطوف:عطف:مضاف
أفكأنكن	أَفَكَأَنّكُنَّ	حرف	إن و أخواتها	كأن	أف-	كأن	-كن	استفهام:معطوف:عطف:مضاف
أفكأنك	أَفَكَأَنّكِ	حرف	إن و أخواتها	كأن	أف-	كأن	-ك	استفهام:معطوف:عطف:مضاف
أفكأننا	أَفَكَأَنّنَا	حرف	إن و أخواتها	كأن	أف-	كأن	-نا	استفهام:معطوف:عطف:مضاف
أفكأنها	أَفَكَأَنّهَا	حرف	إن و أخواتها	كأن	أف-	كأن	-ها	استفهام:معطوف:عطف:مضاف
أفكأنه	أَفَكَأَنّهُ	حرف	إن و أخواتها	كأن	أف-	كأن	-ه	استفهام:معطوف:عطف:مضاف:لايجر:T
أفكأنهما	أَفَكَأَنّهُمَا	حرف	إن و أخواتها	كأن	أف-	كأن	-هما	استفهام:معطوف:عطف:مضاف:لايجر
أفكأنهم	أَفَكَأَنّهُمْ	حرف	إن و أخواتها	كأن	أف-	كأن	-هم	استفهام:معطوف:عطف:مضاف:لايجر
أفكأنهن	أَفَكَأَنّهُنَّ	حرف	إن و أخواتها	كأن	أف-	كأن	-هن	استفهام:معطوف:عطف:مضاف:لايجر
أفكأني	أَفَكَأَنِّي	حرف	إن و أخواتها	كأن	أف-	كأن	-ي	استفهام:معطوف:عطف:مضاف
أفلكأن	أَفَلَكَأَنّ	حرف	إن و أخواتها	كأن	أفل-	كأن	-	استفهام:معطوف:عطف:قسم
أفلكأنك	أَفَلَكَأَنّكَ	حرف	إن و أخواتها	كأن	أفل-	كأن	-ك	استفهام:معطوف:عطف:قسم:مضاف
أفلكأنكما	أَفَلَكَأَنّكُمَا	حرف	إن و أخواتها	كأن	أفل-	كأن	-كما	استفهام:معطوف:عطف:قسم:مضاف
أفلكأنكم	أَفَلَكَأَنّكُمْ	حرف	إن و أخواتها	كأن	أفل-	كأن	-كم	استفهام:معطوف:عطف:قسم:مضاف
أفلكأنكن	أَفَلَكَأَنّكُنَّ	حرف	إن و أخواتها	كأن	أفل-	كأن	-كن	استفهام:معطوف:عطف:قسم:مضاف
أفلكأنك	أَفَلَكَأَنّكِ	حرف	إن و أخواتها	كأن	أفل-	كأن	-ك	استفهام:معطوف:عطف:قسم:مضاف
أفلكأننا	أَفَلَكَأَنّنَا	حرف	إن و أخواتها	كأن	أفل-	كأن	-نا	استفهام:معطوف:عطف:قسم:مضاف
أفلكأنها	أَفَلَكَأَنّهَا	حرف	إن و أخواتها	كأن	أفل-	كأن	-ها	استفهام:معطوف:عطف:قسم:مضاف
أفلكأنه	أَفَلَكَأَنّهُ	حرف	إن و أخواتها	كأن	أفل-	كأن	-ه	استفهام:معطوف:عطف:قسم:مضاف:لايجر:T
أفلكأنهما	أَفَلَكَأَنّهُمَا	حرف	إن و أخواتها	كأن	أفل-	كأن	-هما	استفهام:معطوف:عطف:قسم:مضاف:لايجر
أفلكأنهم	أَفَلَكَأَنّهُمْ	حرف	إن و أخواتها	كأن	أفل-	كأن	-هم	استفهام:معطوف:عطف:قسم:مضاف:لايجر
أفلكأنهن	أَفَلَكَأَنّهُنَّ	حرف	إن و أخواتها	كأن	أفل-	كأن	-هن	استفهام:معطوف:عطف:قسم:مضاف:لايجر
أفلكأني	أَفَلَكَأَنِّي	حرف	إن و أخواتها	كأن	أفل-	كأن	-ي	استفهام:معطوف:عطف:قسم:مضاف
ألكأن	أَلَكَأَنّ	حرف	إن و أخواتها	كأن	أل-	كأن	-	استفهام:قسم
ألكأنك	أَلَكَأَنّكَ	حرف	إن و أخواتها	كأن	أل-	كأن	-ك	استفهام:قسم:مضاف
ألكأنكما	أَلَكَأَنّكُمَا	حرف	إن و أخواتها	كأن	أل-	كأن	-كما	استفهام:قسم:مضاف
ألكأنكم	أَلَكَأَنّكُمْ	حرف	إن و أخواتها	كأن	أل-	كأن	-كم	استفهام:قسم:مضاف
ألكأنكن	أَلَكَأَنّكُنَّ	حرف	إن و أخواتها	كأن	أل-	كأن	-كن	استفهام:قسم:مضاف
ألكأنك	أَلَكَأَنّكِ	حرف	إن و أخواتها	كأن	أل-	كأن	-ك	استفهام:قسم:مضاف
ألكأننا	أَلَكَأَنّنَا	حرف	إن و أخواتها	كأن	أل-	كأن	-نا	استفهام:قسم:مضاف
ألكأنها	أَلَكَأَنّهَا	حرف	إن و أخواتها	كأن	أل-	كأن	-ها	استفهام:قسم:مضاف
ألكأنه	أَلَكَأَنّهُ	حرف	إن و أخواتها	كأن	أل-	كأن	-ه	استفهام:قسم:مضاف:لايجر:T
ألكأنهما	أَلَكَأَنّهُمَا	حرف	إن و أخواتها	كأن	أل-	كأن	-هما	استفهام:قسم:مضاف:لايجر
ألكأنهم	أَلَكَأَنّهُمْ	حرف	إن و أخواتها	كأن	أل-	كأن	-هم	استفهام:قسم:مضاف:لايجر
ألكأنهن	أَلَكَأَنّهُنَّ	حرف	إن و أخواتها	كأن	أل-	كأن	-هن	استفهام:قسم:مضاف:لايجر
ألكأني	أَلَكَأَنِّي	حرف	إن و أخواتها	كأن	أل-	كأن	-ي	استفهام:قسم:مضاف
أوكأن	أَوَكَأَنّ	حرف	إن و أخواتها	كأن	أو-	كأن	-	معطوف:عطف:استفهام
أوكأنك	أَوَكَأَنّكَ	حرف	إن و أخواتها	كأن	أو-	كأن	-ك	معطوف:عطف:استفهام:مضاف
أوكأنكما	أَوَكَأَنّكُمَا	حرف	إن و أخواتها	كأن	أو-	كأن	-كما	معطوف:عطف:استفهام:مضاف
أوكأنكم	أَوَكَأَنّكُمْ	حرف	إن و أخواتها	كأن	أو-	كأن	-كم	معطوف:عطف:استفهام:مضاف
أوكأنكن	أَوَكَأَنّكُنَّ	حرف	إن و أخواتها	كأن	أو-	كأن	-كن	معطوف:عطف:استفهام:مضاف
